title,sjr,source_id,ss_id
Icono14,Q2,S2737100467,
INFOR,Q3,S155959304,
International Journal of Sport Psychology,Q3,S56634908,aef785ee-cc2b-4b5e-89d8-30e9545d754d
Italian Journal of Geosciences,Q3,S4210184765,24f31349-6bbb-42e2-8381-6ccce4547ef2
Journal for Nurse Practitioners,Q2,S13663286,
Journal of Applied and Industrial Mathematics,Q2,S4210214951,956ac50b-1f53-4d8d-9cf4-ba21ceda74e9
Journal of Engineering Materials and Technology,Q3,S77627976,56957b71-a4ee-48ab-88e7-d1e6bc3e3790
Journal of Fuel Chemistry and Technology,Q3,S4210231288,59ad589c-14c6-4865-a158-2e103ea0f065
Journal of Intercultural Communication Research,Q1,S51642650,ccd04bed-0797-4c42-9ff3-72b7ec7f6c0b
Journal of Money Laundering Control,Q2,S63393118,5048abf9-39f7-4ab0-b6cc-8011e5686fd2
Journal of Neutron Research,Q3,S21738709,8e3c6ae6-fdf9-43ae-af07-5e857e2d8abc
Journal of Visual Impairment and Blindness,Q3,S180263418,
Maastricht Journal of European and Comparative Law,Q2,S4210189793,181e69cb-c2e0-4250-84d6-25ae7d9c12a3
Norsk Epidemiologi,Q3,S4210229723,ded41460-be4b-4093-a01c-e364b160707c
Open Cardiovascular Medicine Journal,Q3,S78919867,44c768a3-5d15-49ef-9149-332ed68634bf
Revista Complutense de Educacion,Q3,,
Solid-State Electronics,Q3,S77418581,694987df-6149-476e-8eb3-dae91133a523
Tejuelo,Q1,S2738820563,
Vascular and Endovascular Surgery,Q3,S138569045,4b46e26b-4cdd-4e07-a41e-f360cce4b878
AACN Advanced Critical Care,Q2,S203251273,3297295b-f290-4c17-ba01-1be9cfed1bbd
Acta Geodaetica et Geophysica,Q3,S4210181236,49418b09-7a6c-4148-b687-655e246c1eff
Astrophysical Bulletin,Q3,S90376174,adc0da0b-56e5-426a-b33f-b2627df2c81b
Bridge Construction,Q3,S4210196295,ee918a3e-ec65-4349-9237-65262a21d7c7
Colloquium Mathematicum,Q3,S111346810,91620bf7-3705-4d11-8897-c90448b90f28
Computational Methods for Differential Equations,Q3,S2764847587,b12b839b-eb4f-432c-bfe1-c12e98359206
International Journal of Health Care Quality Assurance,Q3,S12726761,9361741c-dd8d-45a3-9e51-6c9097e7331f
International Journal of Health Governance,Q3,S4210231938,56562f14-3920-47b7-b975-b5812f8ed2fc
International Journal of Production Management and Engineering,Q2,S4210186323,b4de782f-1be1-46bb-9b67-034d23caf90e
International Journal of Vehicle Performance,Q2,S4210192233,3e682a8b-848f-4916-a16e-fa652911d18d
International Social Science Journal,Q2,S100444555,2718f431-a77c-4b0a-b69d-77667071b1ba
International Symposia in Economic Theory and Econometrics,Q2,S4210167454,
Iranian Biomedical Journal,Q3,S2764545831,7405747d-683b-492c-80e4-6389f9ff1e18
"Journal of Agriculture, Food Systems, and Community Development",Q2,S2764628096,425f43b5-417d-413c-ab30-6d0363d927cc
Journal of Asian Architecture and Building Engineering,Q1,S100777832,002bf58f-2770-4635-98a0-bbd100fc0a78
Journal of Mediterranean Earth Sciences,Q3,,
Journal of Real Estate Research,Q2,S52721111,b53d771e-3fdc-4f7a-9de0-df67bacdf323
Mammalian Species,Q3,S162791694,6bbe289e-ee38-4def-85a3-9f175086c05b
New Zealand Journal of Zoology,Q3,S99545789,19f75f7e-34b2-4011-8d80-6eb91f5a6588
Operators and Matrices,Q3,S136112250,51f31fa9-e907-4195-937d-c88535c5bb2c
Psicoperspectivas,Q2,S4210219893,e2367da2-3560-4fe9-8973-8aac74e3d134
Psihologija,Q3,S178810554,78c902d1-9242-4657-97d3-ba1f9d7af5cf
"Reaction Kinetics, Mechanisms and Catalysis",Q3,S167175129,772863a8-11c9-46f1-9299-a35c53a855c9
Russia in Global Affairs,Q1,S4210205706,aa3e9e20-682b-40d9-be86-bbb4b472ae3c
"Terrestrial, Atmospheric and Oceanic Sciences",Q3,S4210209926,9ab044bf-094d-4f81-8245-2e312a851926
Toxicological and Environmental Chemistry,Q3,,
Verbum et Ecclesia,Q1,S157763648,c0bebe0b-f1ec-4e92-9696-f33b013b9477
Western Pacific surveillance and response journal : WPSAR,Q2,,
Acta Didactica Norden,Q3,S4210221637,dfaa0c7f-282b-488c-90e4-c07ae3605e73
Advances in Biochemical Engineering/Biotechnology,Q3,S125439661,dedf41aa-141d-4bc6-a80a-2395a6e31c9e
Aquatic Biology,Q3,S16354640,742caa24-6120-4301-9892-0b64a9f7e52c
Arctic,Q3,S108820144,ab047d0b-dcfb-4390-acc3-bb538cdb031d
Australasian Journal of Environmental Management,Q2,S76594230,83245b69-859a-413a-a9dd-82cc68e1f5fd
Biodiversity Science,Q3,S4210222162,c2883ded-e368-48e6-af0a-91a0701ff6ce
Brazilian Journal of Cardiovascular Surgery,Q3,S4210172669,623edfbb-1c84-437c-95a1-b261f249323f
Central European Journal of Public Health,Q3,S2504672647,0c551135-998b-47f8-985a-841693668238
CFD Letters,Q3,S4210228226,71272b01-1238-4a5e-936f-c11bee439570
Child and Youth Services,Q2,S130131595,
"Clinical Medicine Insights: Circulatory, Respiratory and Pulmonary Medicine",Q3,S4210233243,4d0397cd-1198-47b5-951a-2c0b0d52fa26
Crystal Research and Technology,Q3,S85849776,
"Ethics, Medicine and Public Health",Q3,S2764918286,
Far Eastern Entomologist,Q3,S4210228065,4ca71822-3688-49ea-b063-68127dcf7654
Forum for Development Studies,Q2,S4210240472,cec07349-5e24-47da-a9b7-19272a8b2623
"International Journal of Migration, Health and Social Care",Q2,S116772821,c1b23444-7e43-4e66-8e03-c53e7aa69c36
"International Journal of Transitional Justice, The",Q2,,
Internet Technology Letters,Q3,S4210238311,355dc012-4f87-416a-87cd-a2d2ba7d1fb9
Journal of Bioactive and Compatible Polymers,Q3,S193313611,
Journal of Gerontological Nursing,Q3,S193662413,63b91c1d-2833-436b-a179-56da28713ef3
Journal of Health and Human Services Administration,Q3,S2764812456,5914183b-b3df-4e6b-b0ec-039ce70ca008
Journal of the Australian Ceramic Society,Q3,S4210199435,20b0a0c2-4dfc-40f6-944a-9b00737451d3
Longitudinal and Life Course Studies,Q3,S2764797421,a542b069-5d2e-435c-a1f1-d8d51330f14c
Pastoral Psychology,Q1,S86037174,262466b7-48f2-43c7-9719-3f84266b8304
Photonic Network Communications,Q3,S150190834,e309f482-47f3-4fb2-9137-1dd34fb5bede
Portuguese Economic Journal,Q2,S112983894,a79d1f3f-163c-49e3-9c90-865e88c85085
Publishing Research Quarterly,Q2,S16603589,60bd85ab-c976-4e21-8dac-cea5dda1e120
Quarterly Journal of Engineering Geology and Hydrogeology,Q3,S157049565,5162c1f5-d5ea-4e9b-8820-7c535411ebaf
Tree-Ring Research,Q2,S86898881,d171e9a3-10ae-4930-9542-80ac2ec7f05b
Water S.A.,Q3,,
Wuji Cailiao Xuebao/Journal of Inorganic Materials,Q3,,
Blood Pressure Monitoring,Q2,S39823226,b20ddf6e-dd0f-43b8-aec1-c5c39670eca7
China International Strategy Review,Q2,S4210227440,f0bc2458-74c9-4049-a969-f28284e79767
Eastern European Economics,Q3,S149339240,13961eec-f7fe-4463-8b40-5db1bf0113d5
Grassland Science,Q2,S190138162,b9951210-814a-48fa-9163-6d41b4a955d5
IAWA Journal,Q2,S40269562,acab803a-7385-47c9-8239-f0d7298add36
International Journal of E-Health and Medical Communications,Q3,S18047094,
International Journal of Steel Structures,Q3,S152658273,acd3b5b7-0313-43d0-9d84-a56d10aad466
Journal of Financial Regulation and Compliance,Q3,S58879488,a219c231-5126-4561-89fd-e410f0b34786
Journal of Information Processing Systems,Q3,S182544699,09b0b51d-d7ec-4963-bdb1-cab388c49830
Missouri Medicine,Q3,S2755172918,d7a25cc8-0ea9-418d-af67-eb0d757b688c
Sport Marketing Quarterly,Q3,S2765057658,b6fdc1a3-a4b5-4b8a-911c-1485199edce7
Theoretical Chemistry Accounts,Q3,S81945236,689ae464-8252-46b3-b7b0-a6c6096bcf5f
"Vestnik Udmurtskogo Universiteta: Matematika, Mekhanika, Komp'yuternye Nauki",Q3,,
Via Inveniendi et Iudicandi,Q2,S4210196512,62c3d547-8ecd-4963-b8ca-b82e197c12f1
Acta Chromatographica,Q3,S117870290,e4fec960-364d-48fb-aefa-7cde415b2cc0
Acta Innovations,Q3,S2764688742,3d7abb0b-670a-4ea2-a505-8d17dd83a42e
Acta Linguistica Academica,Q1,S4210197508,7a4b48c2-25d7-4b89-8767-d8d04e1483ff
Archeologia Polski,Q2,S4210172133,adde6863-19a6-4cd9-aba2-e37fd0aa0cd7
Asian Fisheries Science,Q3,S2764934221,d9d78031-73dd-496e-a37d-f87bdc14b83c
Australian and New Zealand Journal of Statistics,Q3,S105764114,
Camera Praehistorica,Q2,S4210196794,b4806d38-9186-4b9a-b678-e0416022dac0
Canadian Journal of Civil Engineering,Q3,S10380613,
Current Physical Medicine and Rehabilitation Reports,Q3,S2764435646,79adb2e8-909b-4fc4-bfc0-ff3b7d8a137d
Event Management,Q3,S129655060,255f5e51-c31b-4f6e-b94a-fc4920243619
Israel Medical Association Journal,Q3,S109185276,c425d429-3872-49e5-b57f-5a52fee69187
Jisuanji Xuebao/Chinese Journal of Computers,Q3,,
Journal of Computer and Systems Sciences International,Q3,S195023472,
Journal of Health Research,Q3,S15239247,56ae545b-6667-42d5-a531-1edb2d477d35
Journal of Illicit Economies and Development,Q3,S4210204695,455a18ef-8abe-4e3a-920e-a95a60a0baa5
Journal of Innovations in Cardiac Rhythm Management,Q3,S4210199230,10b7890c-e7cf-43ca-afca-f2d420fdcd91
Journal of Ocean University of China,Q3,S102063886,80a3cc6f-87a2-4f66-b187-cdf32835a6de
Journal of Perinatal and Neonatal Nursing,Q2,S172982486,
Journal of the International Association for Shell and Spatial Structures,Q2,S2765048636,f5b21579-8eac-4ca0-ad09-487e11334c90
Landscape Online,Q3,S39343042,61fc3bc3-3102-4c35-b245-920ef7d01840
Mathematical Notes of NEFU,Q3,,
Mechanics of Composite Materials,Q3,S72284688,d1de5b29-10c4-47c0-a314-f131b6e13347
Moscow University Mathematics Bulletin,Q3,S84368417,abc1db8f-3ee3-4c20-b210-3309e30d1691
Neues Jahrbuch fur Geologie und Palaontologie - Abhandlungen,Q3,S4471143,
"Pediatric Endocrinology, Diabetes and Metabolism",Q3,S2764894068,
Persian Journal of Acarology,Q3,S2764911371,65840384-5e06-4923-a96e-2a427bf8f534
Philosophical Magazine Letters,Q3,S44914516,441beec6-a762-4baa-9621-8357f12178b7
Revista Peruana de Medicina de Experimental y Salud Publica,Q3,,
Studia Linguistica,Q1,S149452110,92ec518c-aec2-4348-8a73-190940d42643
World Journal of Nephrology,Q3,S2764455197,cb223af6-e438-4cc0-86f4-fd2e40f5bc36
American Political Thought,Q2,S2735640579,5464852c-8e70-40bb-b571-e0be01751bdc
Annals of Saudi Medicine,Q3,S61805644,4c3c7318-8627-46cf-90d3-aae1dcfc40f3
Arab Journal of Gastroenterology,Q3,S106979931,d5232325-fbc7-4634-a892-3759d46b66be
Cell and Tissue Banking,Q3,S101351556,c67f46ce-a9b2-490a-927e-7f4f20fe58ca
Comprehensive Child and Adolescent Nursing,Q3,S4210189725,7fd2f869-24af-4aa3-a4c3-f3947cf26269
Corrosion Engineering Science and Technology,Q3,S38341973,
GAIA,Q2,S4210237797,bf319a8a-1c60-49a0-8975-4f3dd5017203
Global Journal of Emerging Market Economies,Q2,S120011570,4e97c9eb-cfd0-45f9-8110-0326845cc93f
Indian Journal of Endocrinology and Metabolism,Q3,S2755439498,cfd9522e-2624-4414-9d67-f244665feb24
"Infinite Dimensional Analysis, Quantum Probability and Related Topics",Q3,S207478012,
International Journal of Tropical Insect Science,Q3,S6691161,f3dfd04c-8eb2-460f-815e-e7b74b673456
"Iranian Journal of Allergy, Asthma and Immunology",Q4,S1030997278,33b18963-c3ef-4c86-b482-ef4a5319a978
Jiaotong Yunshu Xitong Gongcheng Yu Xinxi/ Journal of Transportation Systems Engineering and Information Technology,Q3,,
Journal of E-Learning and Knowledge Society,Q3,S2764440991,e7ac57d9-d74a-497c-b78d-b56e846c96cc
Journal of Molecular Recognition,Q4,S205370667,d4d67296-0058-4514-ab5a-8390db053bc5
Journal of Political Ideologies,Q2,S178007800,becea441-101a-47de-abcf-a3526c8d549d
Microbiology,Q3,S158228368,4aac6151-4e52-4a07-b0e7-68b1fdb03117
Molecular Simulation,Q3,S45504773,c0d12d1a-3254-4fc4-85ca-889f4e24734c
Nursing for Women's Health,Q3,,
Research in Nondestructive Evaluation,Q3,S71069434,
Sadhana - Academy Proceedings in Engineering Sciences,Q2,,
Science and Technology Libraries,Q2,S85080540,
Voprosy Kognitivnoy Lingvistiki,Q1,S2764679938,98cb9a85-7a1b-4172-8707-086dde980bbb
World Trade Review,Q2,S182519303,bde3018b-c97e-40da-9048-e6148686f03e
Acta Scientiarum - Agronomy,Q2,S3983301,
Advances in Applied Ceramics,Q2,S95601074,
AJIL Unbound,Q2,S4210207098,a63f5eba-82bf-45f1-8db1-6b1126f2d586
American Quarterly,Q1,S62401924,85925a8e-ae79-4482-a55d-273301eca5f6
Animal Welfare,Q2,S144449874,be1fb86a-bb64-4d21-a836-6f48f3c7aefc
Bird Study,Q3,S199296737,14589fc2-793f-4d57-8040-0991ad901f30
Cogent Arts and Humanities,Q2,S2738771326,
Conservation Genetics Resources,Q3,S147353869,25975519-2997-490f-a997-ff00d6b4d3f5
DISP,Q2,S116290723,d1a18b16-5a52-4815-9a56-19fadbe03e6e
European Journal of the History of Economic Thought,Q2,S105799767,c489ce01-5876-4b0f-9846-da9447de80da
Global Discourse,Q2,S2765008847,
Journal of Chromatographic Science,Q3,S144192255,134729e0-684f-4b25-912c-6fd0d5855983
Journal of Entrepreneurship and Innovation in Emerging Economies,Q2,S4210191735,3a589676-7d03-48a0-ae23-5981e04804d6
Journal of Mining Science and Technology,Q2,S2764755457,
Journal of Postgraduate Medicine,Q3,S80339509,f75b40af-e778-47da-a56a-9a74cc6b13e0
Journal of the Chinese Chemical Society,Q3,S5649782,
Medico-Legal Journal,Q3,S163273110,5ab7516b-aa1e-4834-8a26-5f73caf586d8
Palabra Clave,Q2,S4210174964,11f770d5-a957-4c0e-9c7b-a8b0f3cf7ce8
"Pediatric, Allergy, Immunology, and Pulmonology",Q3,S992069473,
Physics Open,Q3,S4210233403,8138c932-bed0-4452-8a45-d0272f2bc4b4
Proceedings of the Institution of Civil Engineers: Maritime Engineering,Q3,S4210220592,
SCIRES-IT,Q1,S2738398039,
World Journal of Pediatric Surgery,Q3,S4210179913,4faae6a2-8c86-4d3a-8f3d-927058296890
Acta Acustica,Q3,S50311296,903cc159-ef7a-4595-ac93-005acb9ce0e1
Acta Cardiologica,Q3,S18670189,f26c78e5-c310-47b4-84a1-4606905f3ccd
Acta Ornithologica,Q3,S45405298,05d8d0b1-3455-4cb4-9aa4-7cbe12a531d4
AME Medical Journal,Q3,S2764785155,cbb3112e-4078-4a38-bcfe-051f26c7a820
Applied Environmental Education and Communication,Q2,,d01cf263-3088-48d1-be7d-cfefd194f482
Arquivos de Neuro-Psiquiatria,Q3,S166523383,5e84da98-51c6-4885-8575-daeaa738a592
Folia Phoniatrica et Logopaedica,Q1,S20677110,8f45f640-c09f-4081-a142-80d35af121a7
Human-Wildlife Interactions,Q3,S2764668184,7e21fad7-584a-4fa5-8c9e-af5c3581da0e
International Journal of Procurement Management,Q3,S55416568,7c0812f8-fb98-42c2-bdf9-35d7543da29a
Journal of Tropical Meteorology,Q3,S957937756,
Journal of VitreoRetinal Diseases,Q3,S4210215442,27ffefb7-d6e4-415e-ab14-a19ccc0adbd7
Kodai Mathematical Journal,Q3,S10584360,a5f6b1e1-797c-4916-9411-3d60deedf700
Kolner Zeitschrift fur Soziologie und Sozialpsychologie,Q2,,
Learning and Teaching,Q2,S2764739392,e2b7ef9a-3550-4129-9aaa-af9e7b36fc16
Medicina Intensiva,Q2,S7265121,018cf672-6d93-4876-88ad-69b5c699f319
National Identities,Q1,S91034359,9bb8e2e0-b5f6-4ac6-bfe5-645d469579c3
Porta Linguarum,Q1,S116110528,a07b63f5-5cbb-4c78-a27a-18b8c597af7d
Review of Regional Research,Q2,S4210170851,
Revus,Q1,S4210187661,b39d05a2-b1a5-4931-b261-65da3d913b0b
Rhetoric Society Quarterly,Q1,S149994590,5fc4e2c7-6459-46ff-a35f-dc4df8ccad1f
Weed Biology and Management,Q2,S170334236,aa0445b1-df5a-4584-9087-119d721bbb41
Yi chuan = Hereditas / Zhongguo yi chuan xue hui bian ji,Q3,,
"Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica",Q3,,
Annual International Conference of the IEEE Engineering in Medicine and Biology - Proceedings,-,S4363608786,
Anthropology and Aging,Q2,S4306401203,
Asia-Pacific Journal of Chemical Engineering,Q3,S196825396,27c799bb-d947-44d0-99e2-6df5e4b267ca
Babel,Q1,S4210187767,c2a0433c-80a9-46e0-ac80-a4d6ccd07b23
Bragantia,Q2,S35664357,6cb77e3b-ced3-432f-bd55-9f577c251c98
Caraka Tani: Journal of Sustainable Agriculture,Q2,S4210235406,c2926c13-f3b7-438c-b5e6-7e71902180d3
College and Undergraduate Libraries,Q2,S198628499,
Die Erde,Q2,S2764424746,
Earthquake and Structures,Q3,S2477992506,
European Law Journal,Q2,S117125115,23e98a8a-c760-4d64-9986-8e83cf5141fa
Fat Studies,Q1,S2764778649,
Food and Foodways,Q1,S2803517,243d49c5-e3ae-4a06-b087-579d11046580
Giornale Italiano di Psicopatologia,Q3,S2764927246,
IETE Journal of Research,Q3,S158263287,
Indian Journal of Community Medicine,Q3,S195303007,65f66b06-152f-4d07-a8e7-7244f83441d6
International Journal of Emotional Education,Q3,S4306513953,df7316de-f209-40dd-9fe8-b40fd8294ffb
International Journal of Horticultural Science and Technology,Q2,,c9164bed-9175-4988-b8af-8806e8475079
"International Journal of Turbomachinery, Propulsion and Power",Q3,S4210213304,f04681af-9a19-4c19-9e42-87844944bec5
Journal of Aging and Environment,Q2,S4210216782,3cbdf2cc-0794-421b-be02-c22c703e1c1d
Journal of Berry Research,Q2,S2764976854,73b67cad-1e6d-429d-a23b-323205264775
Journal of B.U.ON.,Q3,S2754579028,
Journal of Computer Security,Q3,S106992369,
Journal of Economics and Finance,Q3,S155526628,9d103a90-bbc4-4ab2-9b0a-601fa3cd0d38
Journal of Historical Syntax,Q1,,c60ce3d8-6faf-47c7-8e1a-e633c50614bb
Journal of Medical Ethics and History of Medicine,Q1,S2765022192,0e097dd9-c768-457c-9187-bbb69f47386d
Keio Journal of Medicine,Q3,S127027749,
Machine Translation,Q1,S95210917,4fad10f1-42f0-4501-a419-2a251ef816ec
Management (France),Q3,,
Nordic Journal of Working Life Studies,Q3,S2764989298,1eeef15d-4ce2-4ffe-946c-5e2bba50753a
Noropsikiyatri Arsivi,Q3,,
Nuclear Medicine and Molecular Imaging,Q3,S191349260,a773764e-3f0c-4874-a993-892a1bc2eaea
Papers in Physics,Q3,S107371299,c020e76d-df86-4c83-b4f6-6e7b6f057067
Przeglad Gastroenterologiczny,Q3,,
Quaternaire,Q3,S28996644,748c9c77-4e5d-474b-820d-710a0e67cb6e
RAUSP Management Journal,Q3,S2898603574,833c7836-3dbc-4a11-9b40-bb86d92e3e22
Rural Theology,Q1,S4210183543,53f97a8c-3e92-49f6-8a4e-6b2ff479dca9
Signs and Society,Q1,S4210225922,50e8651f-2207-45e5-ad68-9f13209733e6
Tourism Analysis,Q3,S36206217,cb92c6b4-f7a6-481d-842c-cb7e8d745b13
Turczaninowia,Q3,S4210169676,5878e8ab-72c3-4cec-b34a-6384f164663e
Acta Scientiarum Mathematicarum,Q3,S2893729,
African Security Review,Q2,S76822007,d4d3eeef-3e92-4cf2-948f-b3a974235e19
Algebra Colloquium,Q3,S175014900,17ee00ca-ced4-4d5a-93fc-89f5e0683618
Asia-Pacific Financial Markets,Q3,S116955675,2d08a6e3-79d4-4677-8b7d-dbcc5206d461
Australasian Plant Pathology,Q3,S168542390,8c695c55-842c-4ef1-a00b-d4cfa7b5e447
British Journal of Nursing,Q3,S2751401339,5f87c71f-e39b-421b-9563-4a2cffec1ae1
Clinical Pediatric Endocrinology,Q3,S122355471,b7e298f7-bb63-4589-833d-6363e0bba040
Clinical Trials in Dentistry,Q3,S4210167860,06803178-3ab6-432b-ade3-60998b2d9452
Computational Management Science,Q3,S28822639,878950d9-ea9a-42a2-9675-5d35fdcc83ab
Comunicazione Politica,Q2,S4306506775,
Diabetes Epidemiology and Management,Q3,S4210215582,3ed1b065-0005-4724-a4b5-eb04224a63c5
Educar,Q2,S152657728,c8b8a3af-0aa5-4a39-b8f5-ab31036ca28f
Fisheries and Aquatic Sciences,Q3,S57183551,ff645ddd-ddcb-4115-811f-7e9237052654
International Journal of Community Music,Q1,S197008727,41a6bb2d-6056-4489-aec7-da34080f5c38
Journal of Arts Management Law and Society,Q1,S164593530,
Journal of Asian Natural Products Research,Q2,S201142877,cc881877-5e7e-4ad9-965d-a5a5bd22076f
Journal of Globalization and Development,Q2,S11701373,eda7bff7-5f8d-4ffb-9906-db0eb4120896
Journal of Information Technology Teaching Cases,Q2,S4210214595,
Journal of Polymer Engineering,Q3,S40213007,8d98c0c3-c218-4415-88b6-68957e47d38c
Laterality,Q2,S4210177264,3a5867b2-6991-4985-a536-f8b4641c19bf
Lecture Notes in Business Information Processing,Q3,S4210177767,40786720-0451-4246-893f-ba4660313167
Logforum,Q3,S4210176701,096bb3ff-dcad-43cc-91c3-24d778f805c5
Motor Control,Q3,S17504915,7ae7a193-82d7-4db3-8039-e48daaf16851
Multidiscipline Modeling in Materials and Structures,Q3,S34148795,0cf0e98a-d393-4fa8-b1fa-0f384f1787b2
New Zealand Journal of Botany,Q3,S166785169,cf30740f-e04a-471c-a811-2d13882c4256
New Zealand Journal of Physiotherapy,Q3,S4210217834,491db450-d074-4368-ab6c-3e23a57639e1
Open Education Studies,Q2,S4210186797,03d1cf7a-aecb-4bf9-8286-ef9838b718b1
Physica C: Superconductivity and its Applications,Q3,S139340696,
Portuguese Journal of Public Health,Q3,S4210177884,d6bcc42c-b8ce-403c-9199-7bab006eff5d
Proceedings - International Symposium on Computers and Communications,-,,
Research in Economics,Q3,S4306401271,64b4da21-67f3-454d-a854-8de888f7442b
SAE International Journal of Engines,Q2,S2764835558,77874399-8024-46f2-bd41-4ac2354f90a0
Studies in Nonlinear Dynamics and Econometrics,Q2,S193530623,
Telematics and Informatics Reports,Q2,S4210186116,97b83ee4-7313-42df-a7b3-7847d0c57c30
Yugoslav Journal of Operations Research,Q3,S99713540,703c8be4-e3bb-47fa-8e0b-c0c245105e68
ACM Transactions on Modeling and Computer Simulation,Q3,S38703467,133b5950-0764-4b75-999c-ecf4f809b8da
Acta Zoologica,Q3,S144479944,bc4e6303-6fa6-4210-b025-7f5c37b50b9c
Advances in Pediatrics,Q3,S158688538,de6cd71b-ffb6-4451-8437-524676d5b21f
Ancient Mesoamerica,Q2,S32654796,bffcfb06-557f-4533-887e-04dcc5951c2a
Aquatic Living Resources,Q3,S23218126,7a778f4c-fb8c-471c-8fd1-736b1bc29039
Bulletin of the Korean Mathematical Society,Q3,S168192030,b9bb9f5e-c376-4838-af54-5524cd2062b5
Chinese Journal of Urban and Environmental Studies,Q2,S2764742078,b820b02f-a2fc-4edf-ab2f-ecd8b0770cb2
Colombia Internacional,Q1,S2738872911,a9e13061-de77-40cb-bdf0-41e2269c5a47
Communicable diseases intelligence (2018),Q3,,
Dental Research Journal,Q3,S62865007,6a717a60-0e06-45ad-b70e-26a32bc68142
Electrochemical Society Interface,Q3,S2765069665,
Frontiers in Applied Mathematics and Statistics,Q3,S2597085352,9bcc280c-4b08-4156-9152-5378558ea614
Human Rights Review,Q2,S31204768,00a60880-2ab1-4d07-b7e2-d7413b5e32e7
Infectious Disorders - Drug Targets,Q3,S2765027702,
Intelligent Automation and Soft Computing,Q3,S40639465,01c93b25-c79d-47c7-8eb6-79ac1e1d685f
International Indigenous Policy Journal,Q1,S2739297695,084e37c7-0bd3-4f31-b8d1-55affd7d4e9c
International Journal of Disaster Resilience in the Built Environment,Q3,S3593958,14fc7d02-ebad-4c71-a335-95c7041eec2a
Journal of Applied Water Engineering and Research,Q3,S2764947508,e2b2080b-d748-463d-86e6-2ed19eb9fc63
"Journal of Emergencies, Trauma and Shock",Q2,S27865717,9506110b-8286-4511-bee3-c593f9419536
Journal of Geosciences (Czech Republic),Q3,,
Journal of Inclusion Phenomena and Macrocyclic Chemistry,Q3,S4210186015,a01421e4-7334-4dd9-8cd0-998e8647a463
Journal of Sustainability Research,Q2,S59829311,0c60cea5-e472-43c0-a7ce-8226ea24c60e
Journal of the American Academy of Religion,Q1,S173718193,fbe83789-b372-4edb-8e0f-30c12937ddc7
Juridicas CUC,Q2,,bd82052a-c671-4c78-9f29-d350ad98bb95
Neurointervention,Q3,S4210209822,f3c19eda-aa63-4b4d-9f5b-6d0fea7f0788
Perspectives on Terrorism,Q2,S2765040170,c9cb5e91-6108-466f-8cb6-355580390f03
Review of Economics and Political Science,Q2,S4210197317,0917df82-4dca-4e23-b179-7944dcd40d6c
Revista Espanola de Pedagogia,Q3,,
Ultrasound International Open,Q3,S4210193963,7c4bc08e-f5b3-4aa1-b9b3-822a82318c30
World Economy and International Relations,Q2,S1005771865,ffe76d2c-aba0-4620-9570-7c2183fd90c8
AIP Advances,Q3,S189917590,ba34b1d8-ab70-4f80-96b5-97a5b161f9df
Arquivos de Gastroenterologia,Q3,S131784793,09ee6bef-1c0f-49b5-9739-0ac700646418
Asian Journal of Atmospheric Environment,Q3,S2764892329,8826a569-ae6e-4cf0-9477-b693720d6ad8
Australian Journal of Career Development,Q3,S2765021630,dea174fb-27fb-489c-a19e-e1d5107a4873
Blockchain in Healthcare Today,Q3,S4210191267,2af541cd-b87b-440c-a17f-92ade46edb84
Business: Theory and Practice,Q3,S4210187296,db4338fb-a466-4821-b80a-328a9467a556
Children's Health Care,Q3,S4393914175,e105a105-af3e-4acf-8320-348912dd9743
Clinica Terapeutica,Q3,S2485496092,a4956030-44ce-4e90-85dc-dc5913178a82
De Economist,Q3,S37814254,
Evaluation Journal of Australasia,Q2,S2764723658,e6de5f03-6317-4d36-8b12-65deee0e8595
Health and Social Care Delivery Research,Q3,S4210220247,a7377155-0c97-40cf-9f45-002d2b395dd3
Hong Kong Physiotherapy Journal,Q3,S7991734,b7d3fbd0-0a9b-459c-9608-e24b1e804ff0
Horticulture Journal,Q2,S2764421045,
International Journal of Mechanics and Control,Q2,,4c7b6060-b07e-4807-bf33-49de15ba0dbe
International Journal of Pharmaceutical and Healthcare Marketing,Q3,S203894561,53537601-19c3-4ec3-815b-3caf8604ec09
International journal of yoga therapy,Q2,S2764662227,72295a62-9536-4744-8806-18f524bbe891
Iranian Journal of Biotechnology,Q3,S2484379123,24c773bc-3b09-4062-89bd-42641d5ef410
Journal of Complementary and Integrative Medicine,Q2,S186077364,106185a8-05f5-4bec-a554-c14fb06804d7
Journal of Intercultural Studies,Q1,S161901644,9b2f4668-f129-4b48-a1f9-e00bf97ece3f
Journal of the Korean Mathematical Society,Q3,S151533885,40eae821-8ff2-49b9-9359-7abd0f72f105
Logopedics Phoniatrics Vocology,Q2,S163772529,
Medicinal Chemistry,Q3,S162030435,77d82a3b-88a9-4a01-b3f8-473032045c5d
New Literary History,Q1,S117643613,1877aac6-4edd-4278-9dff-13b2dc25ce71
Open Systems and Information Dynamics,Q2,S27332288,
Partner Abuse,Q2,S2764787325,baeb46c9-2523-4030-940b-2c5e364af4ed
Pediatrics International,Q3,S113298455,84f04a9d-f8ad-437d-ab46-cb846d9ce1c1
Social Inclusion,Q2,S2764486912,11d98bae-f49d-47ce-9ba2-4f819e2f62e1
