title,SJR Best Quartile,source_id
Neurocirugia,Q3,
New Zealand Journal of Crop and Horticultural Science,Q3,S107104467
Noctua,Q1,S4210211590
Open Public Health Journal,Q3,S170533558
Proceedings of the Entomological Society of Washington,Q3,S4210224067
Res Philosophica,Q2,S4210173875
Research in Educational Administration and Leadership,Q3,
Revista de Cancioneros Impresos y Manuscritos,Q1,S4210190495
Slavery and Abolition,Q1,S137016846
Tec Empresarial,Q3,S4210230920
Tropical Natural History,Q3,
Ultrasound,Q3,S22881060
Unfallchirurgie (Germany),Q3,
Acta Chimica Slovenica,Q3,S93081443
Advances in Condensed Matter Physics,Q3,S2866984
Anales del Jardin Botanico de Madrid,Q3,
Archive for the Psychology of Religion,Q1,S2764801770
Archives of Automotive Engineering,Q4,S4210227392
BioRisk,Q3,S4210237100
Brazilian Journal of Occupational Therapy,Q3,S4210189390
Bulletin of the Iraq Natural History Museum,Q3,S4210187830
"Cancer Research, Statistics, and Treatment",Q2,S4210179561
Central European Journal of Energetic Materials,Q3,S2489075544
Economic Affairs,Q3,S3030835295
Emirates Journal of Food and Agriculture,Q3,S2764415477
Environmental Health Engineering and Management,Q3,S4210176010
EPJ Nuclear Sciences and Technologies,Q3,S2736442721
Estudios Eclesiasticos,Q1,
Eurasian Journal of Medicine and Oncology,Q3,S4210216093
Exploration of Immunology,Q3,S4210236707
Forensic Science International: Genetics Supplement Series,Q3,S70509887
Fragmenta Entomologica,Q3,S4210188005
Fukushima Journal of Medical Sciences,Q3,
GeoScape,Q3,S2738787081
"InterCarto, InterGIS",-,S4210220065
International Journal of Design and Nature and Ecodynamics,Q3,S44569693
International Journal of Diabetes in Developing Countries,Q3,S201635232
International Journal of Supply and Operations Management,Q3,S4306514069
Iranian Journal of Applied Animal Science,Q3,S2764376528
Jornal Brasileiro de Psiquiatria,Q4,S177969571
Journal of Aerospace Technology and Management,Q3,S143744812
Journal of Comparative Politics,Q2,S2764871768
Journal of Endometriosis and Pelvic Pain Disorders,Q3,S2764375775
Journal of General Music Education,Q1,S153839015
Journal of Korean Academic Society of Nursing Education,Q2,S2911300304
Journal of Korean Institute of Metals and Materials,Q3,S169751677
"Journal of Management, Spirituality and Religion",Q1,S4210235468
"Journal of Numerical Analysis, Industrial and Applied Mathematics",Q3,S4210198295
Journal of Opioid Management,Q3,S2764961062
Journal of the ASEAN Federation of Endocrine Societies,Q4,S2737532273
Journal of the British Academy,Q2,S4210194471
Journal of World Energy Law and Business,Q2,
Kinetics and Catalysis,Q3,S88922000
Konstantinove Listy,Q1,
Korean Journal of Plant Taxonomy,Q3,S4210202049
Outlooks on Pest Management,Q3,S111673213
Pravention und Gesundheitsforderung,Q3,
Praxis Educativa,Q3,S4210204466
Progress In Electromagnetics Research M,Q3,S133487077
Revista de Sociologia e Politica,Q3,
Twentieth-Century Music,Q1,S4210192199
Wader Study,Q3,S4210224201
Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences,Q3,
ACM International Conference Proceeding Series,-,S4306500159
Advances in Pure and Applied Mathematics,Q3,S72306906
American Journal of Economics and Sociology,Q3,S97548893
Annals of Pancreatic Cancer,Q3,S4210198234
Applications of Mathematics,Q4,S4210211403
Baltic Journal of Modern Computing,Q3,S4210204244
Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,Q3,
Case Reports in Medicine,Q3,S18728686
Environment and Natural Resources Journal,Q3,S2764901502
Ethik in der Medizin,Q2,S159217112
"EUREKA, Physics and Engineering",Q3,S4210223419
Geographia Technica,Q3,S4210209669
Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University,Q3,
Indian Journal of Marketing,Q3,S2764352250
International Journal of Economic Policy in Emerging Economies,Q3,S42911722
International Journal of Engineering Systems Modelling and Simulation,Q3,S199215981
International Journal of Sociotechnology and Knowledge Development,Q3,S177842713
Journal of African American Studies,Q1,S90911399
Journal of Drug Policy Analysis,Q3,S49605625
Journal of Energy in Southern Africa,Q3,S125586085
Journal of Palestine Studies,Q3,S88529193
Journal of the Indian Ocean Region,Q2,S56679652
Mathematical Intelligencer,Q2,S134345577
Monte Carlo Methods and Applications,Q4,S142132501
Narodopisna Revue,Q1,
"New Materials, Compounds and Applications",Q3,S4394906775
Novaya i Novejshaya Istoriya,Q1,
Polimeros,Q3,
Polish Journal of Veterinary Sciences,Q3,S79457278
Sociedade e Estado,Q3,S134986326
Transactions of the American Entomological Society,Q3,S123258744
Zolotoordynskoe Obozrenie,Q1,
Ambiente e Sociedade,Q3,
American Journal of Nursing,Q3,S187216704
Anti-Trafficking Review,Q2,S4210195288
AORN Journal,Q2,S5303612
Archaeologia Historica,Q1,S4210203472
Atalanta,Q1,S4210232681
Bangladesh Journal of Medical Science,Q3,S207393940
Botanica Pacifica,Q3,S4210225000
"Bulletin of Geography, Physical Geography Series",Q3,S2736908029
Current Optics and Photonics,Q3,S4306507456
Foundations and Trends in Electronic Design Automation,Q3,S138962964
Global Responsibility to Protect,Q2,S125585234
Historia Social,Q1,S4306512205
International Journal for Ion Mobility Spectrometry,Q4,S51837974
International Journal of Management and Decision Making,Q3,S105584983
International Journal of Statistics in Medical Research,Q2,S2764578466
International Journal of Web Based Communities,Q3,S179721971
Iranian Journal of Chemistry and Chemical Engineering,Q3,
Journal of Agricultural Resources and Environment,Q3,S2764953550
Journal of Animal Health and Production,Q3,S4210170668
Journal of Computational Biophysics and Chemistry,Q3,S4210170239
Journal of Education,Q2,S47924309
Journal of Failure Analysis and Prevention,Q3,S66787172
Journal of Gemmology,Q3,S4210182606
Journal of Human Sport and Exercise,Q3,S10326139
Journal of Human Values,Q1,S81103468
Journal of perioperative practice,Q2,S2754203519
Journal of Visual Communication in Medicine,Q1,S16228288
Measurement Techniques,Q4,S70769875
Ming studies,Q1,S113702795
Molecular Astrophysics,Q3,S2898605113
Nano,Q3,S145476921
Participatory Educational Research,Q3,S4210190824
Plant Protection,Q3,S63663637
Planta Daninha,Q3,S64108887
Progress in Chemistry,Q3,S185988428
Progress in Reaction Kinetics and Mechanism,Q4,S121492938
Revista Transilvania,Q1,
Revue Biblique,Q1,S147342384
Sleep and Vigilance,Q4,S4210209453
Social Psychology and Society,Q3,S4210224758
South Asia: Journal of South Asia Studies,Q1,S120889147
"Tenside, Surfactants, Detergents",Q3,S132611805
Agriculture and Forestry,Q3,S148591575
Atmospheric and Oceanic Optics,Q3,S132029853
Atomic Energy,Q3,S135345724
Avicenna Journal of Nursing and Midwifery Care,Q3,S4210215775
Biophysics (Russian Federation),Q4,
Biosurface and Biotribology,Q3,S2898171663
Computer Optics,Q3,S2764871730
Data and Metadata,Q3,
Ecological Genetics and Genomics,Q4,S2898331840
Economic and Political Weekly,Q2,S119254795
Engineering Economist,Q3,S51113653
"Foundations and Trends in Technology, Information and Operations Management",Q4,S154432073
Global Cardiology Science and Practice,Q3,S2764368370
IAENG International Journal of Applied Mathematics,Q4,
International Journal of Aquatic Biology,Q3,S2764666526
International Journal of Data Warehousing and Mining,Q4,S53932126
International Journal of Decision Support System Technology,Q3,S204805982
International Journal of E-Services and Mobile Applications,Q3,S180914091
International Journal of Human Movement and Sports Sciences,Q3,S4210182659
International Journal of Psychology and Psychological Therapy,Q3,S2764547617
International Journal of Software Engineering and Knowledge Engineering,Q3,S131442419
Journal of Algorithms and Computational Technology,Q3,S188069727
Journal of Applied Logics,Q4,S93822064
Journal of Astronomy and Space Sciences,Q3,S127690848
Journal of Chiropractic Education,Q3,S29674617
Journal of Contemporary Mathematical Analysis,Q4,S2764538883
Journal of Research of the National Institute of Standards and Technology,Q3,S59628528
Journal of Testing and Evaluation,Q3,S163152955
Journal of the Canadian Dental Association,Q3,S20845397
Kappa Delta Pi Record,Q3,S2765004610
Logical Investigations,Q2,S4210196810
Management,Q3,S33323087
Metrology and Measurement Systems,Q4,S185842587
Mineralogia,Q3,S94480249
Neural Network World,Q4,S206406316
Nukleonika,Q3,S208044827
Periodico di Mineralogia,Q3,S94480249
Rare Tumors,Q3,S131024559
Studia Quaternaria,Q3,S2739303206
Swiss Journal of Sociology,Q3,S4210225023
Urbano,Q3,S4210175025
"Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition",Q2,
Zeitschrift fur Kristallographie - Crystalline Materials,Q3,
Agua y Territorio,Q1,S4210181480
Anatolica,Q1,S132622963
Applied Mathematics and Nonlinear Sciences,Q3,S4210209777
Archives of Thermodynamics,Q3,S2736781214
Brazilian Archives of Biology and Technology,Q2,S175992573
Columbia Journal of Transnational Law,Q2,S29188901
COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,Q3,S5927517
Comptes Rendus - Mecanique,Q3,S164096479
Economics and Business Letters,Q3,S2764865913
Egyptian Liver Journal,Q3,S2764852108
Electrica,Q3,
European Convention on Human Rights Law Review,Q2,S4210185446
European Journal of Applied Linguistics and TEFL,Q2,
Experimental Oncology,Q4,S22800154
Finisterra,Q3,S4210171344
Floresta e Ambiente,Q3,S2736919976
Human Rights Quarterly,Q3,S38600022
Hydrological Research Letters,Q3,S145113930
Indian Journal of Nephrology,Q3,S65200941
Indian Journal of Surgical Oncology,Q3,S160466835
InterEULawEast,Q2,S4210175816
International Forum of Psychoanalysis,Q3,S48625712
International Journal of Digital Multimedia Broadcasting,Q2,S175833906
International Journal of Quantum Information,Q3,S9756463
International Journal of Religious Tourism and Pilgrimage,Q1,S2736430497
Journal of Asian Pacific Communication,Q3,S3688831
Journal of Multiscale Modeling,Q4,
Journal of the Chinese Society of Corrosion and Protection,Q3,
Journal of the Korean Society of Food Science and Nutrition,Q3,S182611093
Kuei Suan Jen Hsueh Pao/ Journal of the Chinese Ceramic Society,Q3,
Mathematical Modeling and Computing,Q4,S4210214220
Pacific Focus,Q2,S36136135
Pedagogia Social,Q3,S2738068623
Pediatric nursing,Q3,S119745230
Philanthropy and Education,Q3,S4210168688
Plasma Research Express,Q3,S4210220108
Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,-,S4363608940
Publications de l'Institut Mathematique,Q3,
Quaderni Costituzionali,Q2,S4306525105
Russian Journal of Ecology,Q4,S29270491
Social Security Bulletin,Q3,S173877740
South African Journal of Chemistry,Q3,S2764769916
Texas Heart Institute Journal,Q3,S162735806
Turk Kardiyoloji Dernegi Arsivi,Q3,S4210222713
Acta Horticulturae Sinica,Q3,S4306500359
Asia Oceania Journal of Nuclear Medicine and Biology,Q3,S2765064625
Banks and Bank Systems,Q2,S2764465937
Carpathian Journal of Earth and Environmental Sciences,Q3,S141308946
College and Research Libraries News,Q3,S62523962
Conference Record - IEEE Instrumentation and Measurement Technology Conference,-,
Current History,Q1,S4210167480
Eurasian Journal of Educational Research,Q3,S2764556858
European Journal of Education and Psychology,Q3,S2739019337
Flux,Q3,S33019050
Historia Critica,Q1,
Ilmu Kelautan: Indonesian Journal of Marine Sciences,Q3,S2764664516
International Area Studies Review,Q3,S2764699336
International Journal of Electrical and Electronic Engineering and Telecommunications,Q3,S4210188824
International Journal of Men's Social and Community Health,Q2,
International Review of Applied Sciences and Engineering,Q2,S2764703903
Journal of Argumentation in Context,Q2,S2764566923
Journal of Asian American Studies,Q1,S174442317
Journal of Cardiovascular Echography,Q3,S2764677956
Journal of Cold War Studies,Q1,S200077084
Journal of Derivatives,Q3,S173901576
"Journal of Financial Management, Markets and Institutions",Q3,S4210219052
Korean Journal of Adult Nursing,Q3,S2912444973
Law Reform: Jurnal Pembaharuan Hukum,Q2,
Orthopadie,Q3,S146023487
Phlebologie,Q3,S4210177861
Proceedings of the Indian Academy of Sciences: Mathematical Sciences,Q3,
Proceedings of the National Academy of Sciences India Section A - Physical Sciences,Q3,S4210173097
Proceedings of the Zoological Institute of the Russian Academy of Sciences,Q3,S4210211697
Radioengineering,Q3,S6596365
Revista de Derecho Administrativo Economico,Q2,
Revista Espanola de la Transparencia,Q2,
Scientia Agricultura Sinica,Q3,
Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan,Q3,S201026428
South East European Journal of Economics and Business,Q3,S4210187131
Technology Architecture and Design,Q1,S4210231603
Tripodos,Q3,S2738574829
Vestnik Sankt-Peterburgskogo Universiteta. Ekonomika,Q3,
World Earthquake Engineering,Q3,S2764861343
WSEAS Transactions on Mathematics,Q4,S2764754199
Advances in Dual Diagnosis,Q4,S137359779
Annals of Corporate Governance,Q2,S4210211425
Applied Mathematics and Mechanics,Q3,S67807940
Archives Europeennes de Sociologie,Q3,
Arqueologia Iberoamericana,Q2,
Arqueologia y Territorio Medieval,Q1,
Asphalt Paving Technology: Association of Asphalt Paving Technologists-Proceedings of the Technical Sessions,-,
Boyhood Studies,Q1,S4210192226
Electronic Journal of Plant Breeding,Q3,S2764522276
Environment and Ecology Research,Q3,S2764533049
European Journal of Adapted Physical Activity,Q3,S4210237109
Evidence Based Library and Information Practice,Q3,S168043052
Forest Systems,Q3,S159808694
Geomatica,Q3,S104274287
Habitat Sustentable,Q2,
Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences,Q2,
InDret,Q2,S2738178592
"Interface: Communication, Health, Education",Q3,
International Journal of Management and Enterprise Development,Q3,S93195727
"International Journal of Modelling, Identification and Control",Q4,S123181493
Iranian Journal of Veterinary Research,Q3,S19206513
Journal of Apicultural Science,Q3,S13700654
Journal of Fish Taxonomy,Q3,
"Journal of International Commerce, Economics and Policy",Q3,S49164534
Journal of Multiple-Valued Logic and Soft Computing,Q4,S49741531
Journal of Nanjing Forestry University (Natural Sciences Edition),Q3,
Museum Worlds,Q1,S4210222534
Neurocase,Q2,S179120876
Nutrition: X,Q3,S4210224390
REACH,Q3,S2898345398
"Revista del Museo Argentino de Ciencias Naturales, Nueva Serie",Q3,S4306526995
Revista Espanola de Linguistica Aplicada,Q2,
Revista Mexicana de Ciencias Forestales,Q3,S4210177741
Romanian Astronomical Journal,Q3,S4306528797
Silvae Genetica,Q3,S124780610
"Vestnik Volgogradskogo Gosudarstvennogo Universiteta, Seriia 4: Istoriia, Regionovedenie, Mezhdunarodnye Otnosheniia",Q1,
World Water Policy,Q3,S4210217454
Acta Ortopedica Brasileira,Q3,
Agricultural Engineering,Q3,S122104973
Archivos de la Sociedad Espanola de Oftalmologia,Q3,
Biblical Annals,Q1,S2764710424
"Bulletin of the South Ural State University, Series: Mathematical Modelling, Programming and Computer Software",Q4,S4210211791
Case Reports in Critical Care,Q3,S2764546890
Cogito,Q2,S4210168502
Comunicacao e Sociedade,Q1,
Cuadernos de Prehistoria y Arqueologia de la Universidad de Granada,Q1,
Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition),Q3,
Duke Environmental Law and Policy Forum,Q2,
Education for Information,Q3,S2764383307
European Journal of Ecology,Q3,S2737068594
Evidence-Based Dentistry,Q3,S207236353
Experimental and Clinical Transplantation,Q3,S50972362
Food Research,Q3,S38919146
Forensic Science Review,Q2,S2764704684
Geologia nefti i gaza,Q3,
Geotechnical Special Publication,-,S2764868157
Ikala,Q1,
Indonesian Journal of Electrical Engineering and Computer Science,Q3,S2764855249
Infectious Diseases and Immunity,Q3,S4210200069
Intellectual Economics,Q2,S2764701209
International Journal of Image and Graphics,Q3,S60080701
International journal of implant dentistry,Q3,S2737902342
Izvestiya - Atmospheric and Oceanic Physics,Q4,S42513485
Jezyk Polski,Q2,
Journal of Healthcare Quality Research,Q3,S2898249226
Journal of Mechanics of Materials and Structures,Q3,S206540885
Journal of Muslim Mental Health,Q1,S177574795
Journal of Nursing Measurement,Q3,S45955858
Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,Q3,S971264421
Journal of the Kansas Entomological Society,Q4,S151529053
Journal of Veterinary Dentistry,Q3,S4029648
Onomazein,Q2,S206910646
Physical and Occupational Therapy in Geriatrics,Q3,S4335093
Polish Journal of Ecology,Q3,S38301578
REDES,Q3,S2736827263
Revija Za Socijalnu Politiku,Q3,S191834942
Revista Brasileira de Direito Processual Penal,Q2,S2738393559
Revista de Arqueologia,Q1,S4210190732
"Revista Latinoamericana de Ciencias Sociales, Ninez y Juventud",Q3,
RUSI Journal,Q3,S962698607
Starinar,Q1,S153703155
Studies in Ethnicity and Nationalism,Q3,S103448410
Tappi Journal,Q2,S56772071
World Rabbit Science,Q3,S94467390
Archive of Mechanical Engineering,Q3,S2738981779
Baltic Journal of Health and Physical Activity,Q3,S4210180806
Biomedical Human Kinetics,Q3,S175929372
Biosystems Diversity,Q3,S4306504439
Buffalo Law Review,Q2,S32111612
Case Reports in Dentistry,Q3,S2755507738
Chemistry of Heterocyclic Compounds,Q4,S110436767
Comptes Rendus - Biologies,Q3,S119003425
Current Otorhinolaryngology Reports,Q3,S2764474443
Dialectical Anthropology,Q2,S51698217
Engineering Transactions,Q3,S5240358
Entomological News,Q4,S123423509
European Education,Q3,S25002630
Food Science and Technology Research,Q3,S60340032
Gynecologie Obstetrique Fertilite et Senologie,Q3,
Hokkaido Mathematical Journal,Q3,S113557333
IEICE Transactions on Communications,Q3,S2493627025
Industria Textila,Q3,S54223024
International Anesthesiology Clinics,Q3,S61337549
International Journal of Knowledge Management Studies,Q3,S137166528
Investment Management and Financial Innovations,Q3,S2764412428
Journal for Peace and Nuclear Disarmament,Q3,S4210197056
Journal of Education and Community Health,Q3,S2764942595
Journal of Higher Education Outreach and Engagement,Q3,S142940729
Journal of Indonesian Economy and Business,Q3,S2736975137
Journal of Interventional Medicine,Q3,S4210181347
Journal of Music Theory,Q1,S19201476
Journal of System and Management Sciences,Q3,S4210222966
Linguistics in the Netherlands,Q2,S5590364
Linguistics of the Tibeto-Burman Area,Q2,S2764856260
Nuklearmedizin - NuclearMedicine,Q3,S158897336
Nursing Praxis in Aotearoa New Zealand,Q3,S4210212007
Open Transportation Journal,Q3,S85159623
Polyolefins Journal,Q3,S4306522810
Psykhe,Q3,S110868954
Reseaux,Q3,S4306525899
Reviews in Medical Microbiology,Q4,S500190
SPR Nanoscience,Q3,S4210206078
Stapp car crash journal,Q3,S2764677746
Veterinaria italiana,Q3,S20503673
Yosetsu Gakkai Ronbunshu/Quarterly Journal of the Japan Welding Society,Q3,
Zeitschrift fur Auslandisches Offentliches Recht und Volkerrecht,Q2,
Acta Agronomica Sinica(China),Q3,
"Advanced Journal of Chemistry, Section A",Q3,S4210178004
African Identities,Q1,S12357247
African Journal of Thoracic and Critical Care Medicine,Q3,S4210180077
Annotated Legal Documents on Islam in Europe,Q1,S4363604750
Archivos Argentinos de Pediatria,Q3,S387551
Balkan Social Science Review,Q2,S2764653533
Baltic Forestry,Q3,S5495450
Baylor University Medical Center Proceedings,Q3,S4210173034
Boletin Medico del Hospital Infantil de Mexico,Q3,
Bulletin of Experimental Biology and Medicine,Q3,S141734485
Bulletin of the Geological Survey of Finland,Q3,
Bulletin of the History of Medicine,Q1,S71642434
Computer-Aided Design and Applications,Q3,S143715161
Contemporary Jewry,Q1,S14028164
Current Research in Nutrition and Food Science,Q3,S4210180421
Differencialnie Uravnenia i Protsesy Upravlenia,Q3,
Economists' Voice,Q3,S91213080
Education as Change,Q3,S61377519
Emergency and Critical Care Medicine,Q3,S4210218917
Engineering Letters,Q3,S2764347112
Farmacia,Q2,S120921240
FinanzArchiv,Q3,S22315241
Fluctuation and Noise Letters,Q3,S54262493
FormAkademisk,Q1,S2764463729
Frontiers in Dentistry,Q3,S4210200992
Geopersia,Q3,S4306511353
Geoplanning,Q3,S2736363381
Heart Surgery Forum,Q3,S138719210
HSE Economic Journal,Q3,
International Journal of Critical Illness and Injury Science,Q3,S2764375788
International Journal of Performability Engineering,Q3,S2764685988
International Journal of Risk and Safety in Medicine,Q3,S2764569153
Italian Journal of Agrometeorology,Q3,S2481075178
Jordan Journal of Business Administration,Q3,S2764969724
Jordan Journal of Modern Languages and Literatures,Q1,
"Journal of Childhood, Education and Society",Q3,
Journal of Latin American Cultural Studies,Q1,S195900089
Journal of Porphyrins and Phthalocyanines,Q3,S56437793
"JSES Reviews, Reports, and Techniques",Q2,S4210219462
Korean Journal of Mycology,Q3,S88250702
Language Learning in Higher Education,Q2,S2764758623
Medical Journal of Malaysia,Q3,S2754859165
Neuroforum,Q4,S53517649
Ornis Hungarica,Q3,S2739389752
R-Economy,Q3,S4210232624
Revue des Composites et des Materiaux Avances,Q3,
Russian Electrical Engineering,Q3,S21299057
Safety and Reliability,Q3,S2765029160
Society,Q3,S111155417
Time and Mind,Q2,S139196244
Tire Science and Technology,Q3,S157134350
Transactions of the Association of European Schools of Planning,Q3,S4210200568
Transactions of the Royal Society of South Australia,Q2,S22421200
Vascular and Endovascular Review,Q3,S4210204754
"Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia",Q1,
Veterinarni Medicina,Q3,
Advances in Experimental Medicine and Biology,Q3,S43790123
Advances in Tribology,Q3,S152190522
Applied Biochemistry and Microbiology,Q3,S37200030
Applied Environmental Research,Q3,S87697115
Austral journal of veterinary sciences,Q3,S4210215904
Brazilian Journal of Food Technology,Q3,S180768888
British and Irish Orthoptic Journal,Q3,S2765064472
Chinese Journal of Ship Research,Q3,S2764580224
Commonwealth and Comparative Politics,Q3,S4210187268
Comptes Rendus Chimie,Q3,S176166730
Conflict and Society,Q1,S4210222309
Czasopismo Geograficzne,Q3,S4210208297
Estudios de Psicologia,Q3,
Gastrointestinal Disorders,Q3,S4210239774
Geology and Exploration,Q3,S2764468170
Helgoland Marine Research,Q3,S2710364
Indonesian Journal of Geography,Q3,S2739424106
International Journal of Advanced Operations Management,Q4,S155832970
International Journal of Communication Networks and Information Security,Q3,S4210179614
International Journal of Management and Sustainability,Q3,S2765032965
International Journal of Management in Education,Q3,S4210212395
Journal of Canadian Studies,Q1,S193055510
Journal of Cetacean Research and Management,Q3,S4210217040
Journal of Clinical Ethics,Q3,S73246074
Journal of Emergency and Critical Care Medicine,Q3,S4210218917
Journal of Histotechnology,Q3,S185768630
Journal of Korean Society for Atmospheric Environment,Q3,S2911980775
Journal of Natural Disasters,Q3,S2764965669
Journal of Relationships Research,Q4,S4210194122
Languages in Contrast,Q2,S113666273
Lua Nova,Q3,S2739021707
Memoirs on Differential Equations and Mathematical Physics,Q4,
Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu,Q3,S4210170318
Nematropica,Q3,S75294269
Oriental Insects,Q4,S126370035
Pharmacia,Q2,S4306507771
Philippine Journal of Fisheries,Q3,S4210206543
Radiologic Technology,Q3,S2755924992
Religion and Education,Q1,S4210187022
Revista Derecho del Estado,Q2,S4210204188
Russian Journal of Earth Sciences,Q3,S177820688
Russian Journal of Numerical Analysis and Mathematical Modelling,Q4,S7839559
SPE International Oilfield Chemistry Symposium Proceedings,-,S4363608654
Studies in Communication Sciences,Q3,S2764461188
"Thoracic and Cardiovascular Surgeon, Supplement",Q3,S4210191065
Tongxin Xuebao/Journal on Communications,Q3,
Zeitschrift fur die gesamte Versicherungswissenschaft,Q3,
Zhongguo Huanjing Kexue/China Environmental Science,Q3,
Addicta: the Turkish Journal on Addictions,Q3,S4210199563
Asian Journal of Transfusion Science,Q4,S120611555
Asia-Pacific Economic History Review,Q1,S4387287465
"Canrea Journal: Food Technology, Nutritions, and Culinary Journal",Q3,S4210211806
Chalcogenide Letters,Q3,S8658477
Demokratizatsiya,Q3,S127662680
Educacao e Sociedade,Q3,
Emotions and Society,Q1,S4210176645
Engenharia Agricola,Q3,
Estudios Geograficos,Q3,
Foldtani Kozlony,Q3,
Historia Naturalis Bulgarica,Q3,S4210188290
Indian Journal of Occupational and Environmental Medicine,Q3,S4210207267
International Biomechanics,Q3,S4210227011
International Journal of Applied Science and Engineering,Q3,S2764616918
International Journal of Business and Emerging Markets,Q3,S146380144
International Journal of Learning and Intellectual Capital,Q3,S171484276
"International Journal of Modeling, Simulation, and Scientific Computing",Q4,
International Journal of Philosophical Studies,Q2,S106633041
International Journal of Sport Management and Marketing,Q3,S20613913
"International Journal of Technological Learning, Innovation and Development",Q3,S75434068
Iranian journal of Management Studies,Q3,S2764958490
Journal of Applied Analysis,Q4,S125122479
Journal of Biologically Active Products from Nature,Q3,S2764742638
Journal of Imaging Science and Technology,Q3,S69196262
Journal of Internationalization and Localization,Q2,S4210190132
Journal of Microscopy and Ultrastructure,Q3,S2764962399
"Journal of Negro Education, The",Q2,S91843068
Jurisprudence,Q2,S2764647375
Kongzhi Lilun Yu Yinyong/Control Theory and Applications,Q3,
Language Related Research,Q2,S4210190361
Liquid Blackness,Q1,S4210233156
Metal Music Studies,Q1,S4210184892
Open Astronomy,Q3,S99346554
Proceedings of the Annual Offshore Technology Conference,-,S4306523574
Research on Crops,Q3,S192904278
"Revista Chapingo, Serie Horticultura",Q3,S4210212349
Revista Iberoamericana de Viticultura Agroindustria y Ruralidad,Q1,S4210226681
Society and Economy,Q3,S25250876
SOTL in the South,Q3,
South African Journal of Philosophy,Q2,S199106067
South East Asia Research,Q3,S187020704
Spanish Journal of Agricultural Research,Q3,S125861851
American Business Law Journal,Q2,S105700240
Applied Science and Convergence Technology,Q3,S2764376652
Arabian Journal of Medicinal and Aromatic Plants,Q3,
Archives and Manuscripts,Q3,S4210177787
Botanica Serbica,Q3,S4210193559
Bulletin of the British Ornithologists' Club,Q3,S2764911291
Bulletin of the Section of Logic,Q2,S4210174469
Cato Journal,Q3,S147728512
Critical Philosophy of Race,Q2,S4210176913
Doklady Biochemistry and Biophysics,Q3,S1019606
Dongli Gongcheng Xuebao/Journal of Chinese Society of Power Engineering,Q3,
E-Balonmano.com: Revista de Ciencias del Deporte,Q3,
Ecological Safety of Coastal and Shelf Zones of Sea,Q3,S4210175695
Electronic Journal of Knowledge Management,Q3,S123977160
Encounters in Theory and History of Education,Q1,S4210231793
Gaoya Dianqi/High Voltage Apparatus,Q3,
Geodetski Vestnik,Q3,S147145353
Geologica Macedonica,Q3,S4210176597
Green Materials,Q3,S2764379853
IEEE International Conference on Rehabilitation Robotics,Q3,S4306418710
IFIP Advances in Information and Communication Technology,Q3,S4210185096
Insecta Matsumurana,Q4,S2764587926
International Journal of Environment and Waste Management,Q3,S84339314
International Journal of Machining and Machinability of Materials,Q3,S67792337
International Journal of School Health,Q3,S2765037509
Iraqi Journal of Pharmaceutical Sciences,Q2,S2764399167
Journal of Analytical Chemistry,Q3,S149798875
Journal of Communications,Q3,S4210201432
Journal of Information Technology Management,Q3,S194615914
Journal of Rehabilitation,Q3,S188577799
Journal of Teaching and Learning,Q3,S4210205440
Journal of the Philosophy of History,Q1,S80702723
Linguamatica,Q2,
Livestock Research for Rural Development,Q3,S2764625424
Neuropsychopharmacologia Hungarica,Q2,S4210211094
New Perspectives,Q3,S197286573
Notices of the American Mathematical Society,Q3,S182658835
Oceanological and Hydrobiological Studies,Q4,S199943830
Onomastica,Q2,S4210178124
Postepy w Kardiologii Interwencyjnej,Q4,S45989272
"Problems of Atomic Science and Technology, Series Thermonuclear Fusion",Q3,S4210187001
Revista Cubana de Educacion Medica Superior,Q3,
Revista Espanola de Geriatria y Gerontologia,Q4,
Stomatologija,Q4,S4306530923
Studia Universitatis Babes-Bolyai Mathematica,Q3,
Surface Engineering and Applied Electrochemistry,Q3,S164709426
Ukrainian Journal of Physics,Q3,S115306628
Vestnik MGIMO-Universiteta,Q1,S4210234655
Yuanzineng Kexue Jishu/Atomic Energy Science and Technology,Q3,
Zograf,Q1,S27975993
AATCC Journal of Research,Q3,S4210185648
African and Black Diaspora,Q1,S105592238
Agronomy Research,Q3,S2764690080
AIS Transactions on Replication Research,Q3,S4210181320
Archaeologica Austriaca,Q2,
Asian Cardiovascular and Thoracic Annals,Q3,S207218074
Astronomy Reports,Q3,S133798273
Bio-Medical Materials and Engineering,Q4,S132539235
Biotechnologia,Q3,S2765028426
Chinese Journal of Rice Science,Q3,S2765005772
